Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),2001-12-04,"['Fat Joe', 'Ja Rule', 'Ashanti']","gangster rap, hip pop, dance pop, urban contemporary, queens hip hop, east coast hip hop, hardcore hip hop, rap, dirty south rap, trap, bronx hip hop, hip hop, pop rap, r&b",2002,83,267093,75,0.0219,0.835,0.707,2.19e-05,0.108,-5.074,0.0598,93.955,0.919,8,1,4
Power of Love,Soul for the Dancefloor,1997-05-27,['Joe Simon'],"philly soul, southern soul",1972,83,174635,29,0.242,0.828,0.673,0.0,0.456,-7.217,0.0501,110.721,0.97,0,1,4
Mississippi Girl,Fireflies,2005-08-02,['Faith Hill'],"country dawn, contemporary country, country road, country",2005,98,232706,57,0.113,0.499,0.765,0.0,0.0509,-4.148,0.0521,83.916,0.665,9,1,4
Surrender,Perry Como's Greatest Hits,1999-09-28,['Perry Como'],"adult standards, easy listening",1946,11,191306,18,0.987,0.273,0.106,0.141,0.265,-17.009,0.0386,80.062,0.112,7,1,1
Endless Summer Nights,Richard Marx,1987-01-01,['Richard Marx'],"new wave pop, soft rock",1988,31,270693,60,0.12,0.582,0.467,0.0,0.298,-12.597,0.0391,165.21,0.879,10,1,4
Revolution - Remastered 2009,The Beatles 1967 - 1970 (Remastered),1973-04-02,['The Beatles'],"rock, british invasion, beatlesque, psychedelic rock, classic rock, merseybeat",1968,78,205293,61,0.0734,0.407,0.834,0.00021,0.241,-9.224,0.208,121.38,0.71,6,1,4
Midnight In Moscow,Greatest Hits,,['Kenny Ball'],"dixieland, new orleans jazz",1962,21,180013,40,0.681,0.53,0.402,0.964,0.283,-14.117,0.0338,166.266,0.915,5,0,4
Breakeven,The Script,2008-07-14,['The Script'],"pop, celtic rock",2010,27,261426,75,0.144,0.63,0.696,0.0,0.0835,-4.501,0.0242,94.034,0.491,10,1,4
So What,Giraffe Track,2020-09-25,['Pink Navel'],boston hip hop,2008,24,192000,12,0.587,0.411,0.761,0.000214,0.349,-7.782,0.255,148.386,0.62,0,0,3
Secret,Bedtime Stories,1994-10-25,['Madonna'],"dance pop, pop",1994,84,304933,55,0.101,0.813,0.655,6.65e-05,0.146,-7.884,0.0262,99.982,0.46,1,1,4
Lady Marmalade,Nightbirds,1974-09-13,['LaBelle'],"quiet storm, disco",1975,23,237120,58,0.398,0.631,0.563,0.0,0.0733,-12.135,0.0552,117.963,0.947,2,0,4
Titanium (feat. Sia),Nothing but the Beat 2.0,2011-08-24,"['David Guetta', 'Sia']","pop dance, dance pop, edm, big room, pop, australian dance, australian pop",2012,24,245040,72,0.0678,0.604,0.788,0.153,0.127,-3.673,0.103,126.06,0.301,0,0,4
Smokin Out the Window,Hits 2022: March,2022-04-01,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']","dance pop, neo soul, escape room, hip hop, pop, indie soul",2022,41,197442,0,0.0558,0.627,0.618,0.0,0.351,-8.529,0.0437,82.03,0.848,2,1,4
Show Me The Way,Frampton,1975-01-01,['Peter Frampton'],"british blues, heartland rock, country rock, hard rock, rock, folk rock, album rock, soft rock, mellow gold, singer-songwriter, classic rock",1976,50,243266,67,0.434,0.7,0.726,1.1e-06,0.0963,-7.717,0.0329,130.109,0.641,2,1,4
Another Saturday Night,Ain't That Good News,1964-03-01,['Sam Cooke'],"vocal jazz, classic soul, soul",1963,78,160000,62,0.434,0.776,0.659,0.0,0.0868,-7.767,0.051,123.094,0.969,9,1,4
Livin' la Vida Loca,Ricky Martin,,['Ricky Martin'],"mexican pop, puerto rican pop, latin pop",1999,10,243160,76,0.00414,0.425,0.954,0.0,0.0555,-3.756,0.0476,178.043,0.933,1,0,4
Tired of Toein' the Line,Tired of Toein' the Line,2008-07-08,['Rocky Burnette'],,1980,48,193560,43,0.0408,0.643,0.717,0.0,0.0744,-7.401,0.029,121.929,0.64,7,1,4
Hit the Road Jack,True Genius,2021-09-10,['Ray Charles'],"classic soul, piano blues, vocal jazz, jazz blues, soul blues, soul",1961,19,119880,74,0.704,0.598,0.571,0.0,0.513,-12.616,0.139,173.141,0.962,8,0,4
I'm Gonna Sit Right Down and Write Myself a Letter,Billy Williams,1900-01-06,['Billy Williams'],deep adult standards,1957,45,127508,30,0.826,0.711,0.167,1.15e-05,0.264,-17.15,0.0719,137.651,0.826,1,1,4
Truly Madly Deeply,Savage Garden,1997-03-04,['Savage Garden'],"pop rock, dance pop, boy band",1998,4,277266,76,0.403,0.555,0.698,0.0,0.0851,-8.874,0.0287,168.12,0.816,0,1,4
Buttons And Bows,"16 Most Requested Songs Of The 1940s, Volume One",1989-06-13,['Dinah Shore'],"adult standards, torch song, easy listening, vocal jazz",1949,19,121600,27,0.926,0.589,0.065,0.0,0.19,-15.9,0.109,178.75,0.839,0,1,4
The Entertainer - The Sting/Soundtrack Version/Orchestra Version,The Sting,1974-01-01,['Marvin Hamlisch'],"broadway, classic soundtrack",1974,48,183360,45,0.873,0.615,0.386,0.778,0.0887,-11.662,0.0904,156.85,0.365,0,1,4
Take A Back Road,Take A Back Road,2011-10-04,['Rodney Atkins'],"country road, contemporary country, country",2011,90,209426,67,0.183,0.581,0.856,0.0,0.0871,-4.0,0.0783,169.902,0.918,3,1,4
I Like it Like That - 2019 - Remaster,I Like It Like That (2019 - Remaster),1965-09-06,['The Dave Clark Five'],"british invasion, merseybeat",1965,80,97946,29,0.2,0.495,0.85,0.0,0.227,-6.884,0.121,140.059,0.9,9,1,4
Girl I'm Gonna Miss You (Originally Performed by Milli Vanilli) [Karaoke Version],"The Karaoke Channel - Top R&B Hits of 1989, Vol. 2",2016-01-22,['The Karaoke Channel'],karaoke,1989,16,237898,0,0.0561,0.761,0.517,0.00411,0.0828,-9.336,0.0509,157.973,0.9,10,1,4
Please Come to Boston,Apprentice,,['Dave Loggins'],yacht rock,1974,65,246080,49,0.374,0.563,0.418,0.0,0.102,-8.503,0.0287,133.493,0.347,4,1,4
I'll Give All My Love to You,The Best of Keith Sweat: Make You Sweat,2004-01-13,['Keith Sweat'],"contemporary r&b, new jack swing, urban contemporary, r&b",1991,76,269026,52,0.431,0.62,0.514,0.0,0.148,-7.948,0.0417,140.062,0.453,8,1,4
Pop Muzik - 12 Inch Version,"New York, London, Paris, Munich",1979-01-01,"['M', 'Robin Scott', 'Nick Launay']","psychedelic folk, synthpop",1980,40,296466,52,0.124,0.94,0.727,0.00021,0.0808,-9.982,0.0358,110.8,0.969,1,1,4
Westside,They Never Saw Me Coming,1998-11-03,['TQ'],,1998,100,304733,53,0.19,0.685,0.62,0.0,0.158,-6.665,0.0406,82.52,0.372,4,0,4
One Week,Stunt (20th Anniversary Edition),1998-07-07,['Barenaked Ladies'],"pop rock, canadian rock, post-grunge, canadian pop",1998,51,169760,71,0.00854,0.702,0.898,0.000154,0.0917,-6.003,0.0373,112.845,0.731,9,1,4
Feels Like Tonight,Daughtry (Deluxe Edition),,['Daughtry'],"neo mellow, pop rock, alternative metal, post-grunge",2008,95,238733,48,0.000817,0.482,0.9,0.0,0.124,-3.154,0.0459,130.996,0.351,6,1,4
Lips Of An Angel,Extreme Behavior,2005-01-01,['Hinder'],"post-grunge, alternative metal, nu metal",2007,46,261853,74,0.0217,0.476,0.736,1.08e-06,0.203,-5.38,0.0343,129.084,0.251,2,1,4
Secret Garden,Greatest Hits,1995-02-27,['Bruce Springsteen'],"heartland rock, permanent wave, singer-songwriter, rock, mellow gold",1997,77,266613,67,0.576,0.52,0.329,0.0418,0.12,-14.224,0.0266,86.857,0.118,0,1,4
Magnet and Steel,Not Shy,1978-05-09,['Walter Egan'],,1978,40,204760,52,0.349,0.719,0.395,5.07e-05,0.0716,-9.581,0.0335,113.036,0.718,1,0,3
Land of 1000 Dances,The Exciting Wilson Pickett,,['Wilson Pickett'],"memphis soul, classic soul, southern soul, soul",1966,77,146973,68,0.0128,0.618,0.588,0.0266,0.351,-11.624,0.0735,86.903,0.768,2,1,4
Mama's Pearl,Third Album,1970-09-08,['The Jackson 5'],"motown, soul",1971,86,187133,37,0.359,0.634,0.819,4.98e-06,0.18,-6.786,0.048,104.517,0.931,5,0,4
How Can I Fall ?,All That Jazz,1988-01-01,['Breathe'],sophisti-pop,1989,27,284360,50,0.397,0.499,0.417,0.0,0.0622,-13.982,0.0286,132.195,0.505,9,1,4
Why Don't You Believe Me - Remastered,The Pop Queen (Remastered),2020-01-31,['Joni James'],deep adult standards,1953,25,176093,11,0.607,0.359,0.18,0.0,0.0966,-12.658,0.0299,80.747,0.243,3,1,4
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),2001-12-04,"['Fat Joe', 'Ja Rule', 'Ashanti']","gangster rap, hip pop, dance pop, urban contemporary, queens hip hop, east coast hip hop, hardcore hip hop, rap, dirty south rap, trap, bronx hip hop, hip hop, pop rap, r&b",2002,8,267093,75,0.0219,0.835,0.707,2.19e-05,0.108,-5.074,0.0598,93.955,0.919,8,1,4
Rock and A Hard Place,Rock and A Hard Place,2022-06-10,['Bailey Zimmerman'],modern country pop,2022,70,207540,84,0.577,0.582,0.568,0.0,0.105,-7.3,0.0275,121.991,0.394,1,1,3
Tell Me Why - 2001 Remastered,Greatest Hits,2001-07-10,['Eddie Fisher'],"adult standards, easy listening",1952,28,153666,10,0.922,0.559,0.152,0.0,0.385,-9.48,0.0285,87.883,0.433,9,0,4
Does To Me (feat. Eric Church),What You See Is What You Get,2019-11-08,"['Luke Combs', 'Eric Church']","country road, contemporary country, country",2020,93,223320,70,0.311,0.616,0.849,0.0,0.311,-4.897,0.0373,113.065,0.638,0,1,4
Out Of My Head,All The Pain Money Can Buy,1998-01-01,['Fastball'],"pop rock, post-grunge",1999,88,153066,60,0.412,0.531,0.658,0.00272,0.16,-7.382,0.0382,78.896,0.461,4,1,4
The Night Chicago Died,Billy Don't Be A Hero,2008-06-01,['Paper Lace'],"bubblegum pop, classic uk pop",1974,47,203333,52,0.347,0.767,0.45,0.0,0.113,-12.352,0.0824,106.847,0.809,0,1,4
Heathens,Heathens,2016-06-16,['Twenty One Pilots'],"pop, rock, modern rock, pov: indie",2017,58,195920,82,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,0.548,4,0,4
Better in Time,Spirit,,['Leona Lewis'],"talent show, dance pop, british soul, pop",2008,53,234173,68,0.512,0.584,0.7,2.43e-05,0.13,-4.251,0.0506,163.953,0.549,6,1,4
Ramblin' Rose,Ramblin Rose,,['Nat King Cole'],"lounge, swing, adult standards, vocal jazz, soul",1962,28,167853,47,0.794,0.431,0.379,0.0,0.303,-8.615,0.0267,97.061,0.31,9,1,4
Don't Let the Sun Go Down on Me (Originally Performed by Elton John and George Michael) [Karaoke Version],Karaoke: Rock Hits 1992,2013-03-15,['BFM Hits'],,1992,26,353550,0,0.393,0.538,0.217,0.815,0.152,-14.317,0.0478,132.485,0.113,0,1,4
TiK ToK,Animal (Expanded Edition),2010-01-01,['Kesha'],"pop, dance pop",2010,1,199693,83,0.0991,0.755,0.837,0.0,0.289,-2.718,0.142,120.028,0.714,2,0,4
I'll Take You There - Live At Wattstax / 1972,Soul'd Out: The Complete Wattstax Collection,2023-02-24,['The Staple Singers'],"soul, classic soul, southern soul, memphis soul, chicago soul",1972,19,346547,10,0.561,0.434,0.913,0.0,0.702,-6.148,0.166,112.803,0.794,0,1,4
Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,2011-11-11,"['Gym Class Heroes', 'Adam Levine']","pop rap, dance pop, deep talent show",2012,61,210960,83,0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,0.796,9,1,4
Pony,R&B: From Doo-Wop To Hip-Hop,1999-10-08,['Ginuwine'],"hip pop, contemporary r&b, urban contemporary, r&b",1997,62,251733,74,0.00186,0.749,0.605,0.0381,0.115,-9.359,0.086,142.024,0.966,8,0,4
Serpentine Fire,All 'N All,1977-11-21,"['Earth, Wind & Fire']","jazz funk, funk, soul, disco",1978,77,230760,53,0.184,0.773,0.917,0.00463,0.116,-7.333,0.037,139.872,0.946,0,1,4
Just Ask Your Heart,A Boy From Philly,2021-05-28,['Frankie Avalon'],"doo-wop, rock-and-roll, adult standards, rockabilly, bubblegum pop, easy listening",1959,59,150909,24,0.663,0.45,0.369,1.32e-06,0.0711,-16.008,0.0302,176.586,0.96,0,1,4
Talk to Me,Rock a Little,1986-01-07,['Stevie Nicks'],heartland rock,1986,57,250026,53,0.0576,0.643,0.712,0.00467,0.287,-6.385,0.0266,103.07,0.636,5,1,4
Ya Ya,The Essential Lee Dorsey,2014-08-15,['Lee Dorsey'],"new orleans soul, new orleans funk",1961,53,146053,41,0.607,0.758,0.557,0.000218,0.193,-10.106,0.0453,140.795,0.887,5,1,4
Autumn Leaves,Songs Of The Fabulous Fifties,1957-09-09,['Roger Williams'],easy listening,1955,4,173083,39,0.893,0.286,0.478,0.186,0.127,-7.923,0.0295,109.014,0.245,2,0,4
When I'm With You,Sheriff,1982-01-01,['Sheriff'],classic canadian rock,1989,37,238040,53,0.274,0.248,0.324,0.00946,0.113,-10.878,0.03,135.786,0.122,9,1,4
I'm Henry the 8th (Re-Record),I'm Henry the 8th (Re-Record),,"[""Herman's Hermits""]","folk rock, singer-songwriter, rock-and-roll, british invasion, classic rock",1965,46,115931,33,0.0515,0.654,0.718,0.0195,0.141,-8.385,0.0784,93.224,0.814,9,1,4
Happier Than Ever,Happier Than Ever,2021-07-30,['Billie Eilish'],"pop, electropop, art pop",2021,94,298899,87,0.767,0.332,0.225,0.00349,0.128,-8.697,0.0348,81.055,0.297,0,1,3
I Believe,Home,1995-01-01,"['Blessid Union Of Souls', 'David Kershenbaum']","cowpunk, pop rock, post-grunge",1995,27,267447,50,0.653,0.491,0.458,0.0,0.164,-8.159,0.027,141.724,0.238,11,1,4
What Kind of Fool,A Collection Greatest Hits...And More,1989-10-03,"['Barbra Streisand', 'Barry Gibb']","operatic pop, soft rock, adult standards",1981,85,244000,32,0.651,0.51,0.183,1.12e-06,0.481,-18.678,0.0348,79.581,0.151,2,1,4
Be My Baby,Be My Baby: The Very Best of The Ronettes,2011-02-22,['The Ronettes'],"rock-and-roll, classic girl group, brill building pop, motown",1963,35,160906,71,0.181,0.511,0.769,0.0,0.0921,-7.032,0.042,129.657,0.818,4,1,4
Nothing Compares 2 U,I Do Not Want What I Haven't Got,1990-07-01,"[""Sinéad O'Connor""]","new wave pop, lilith, new romantic, singer-songwriter",1990,3,280040,75,0.0425,0.512,0.574,2.31e-05,0.105,-7.016,0.0273,119.917,0.161,5,1,4
Boom! Shake the Room,Code Red,1993-10-12,['DJ Jazzy Jeff & The Fresh Prince'],"old school hip hop, philly rap, golden age hip hop",1993,75,226200,54,0.0698,0.792,0.964,0.0,0.302,-5.405,0.154,99.771,0.621,1,1,4
To Each His Own,Now (Expanded Edition),1984-05-21,['Patrice Rushen'],"jazz funk, quiet storm, disco, post-disco, soul, funk",1946,33,254480,49,0.199,0.917,0.278,0.000151,0.0621,-14.002,0.161,106.341,0.663,10,0,4
Ray of Light,Ray of Light,1998-03-03,['Madonna'],"dance pop, pop",1998,75,322000,61,0.00118,0.561,0.909,0.46,0.0713,-7.878,0.0312,127.172,0.71,3,1,4
Beautiful Life,The Bridge,1995-11-07,['Ace of Base'],"new wave pop, eurodance, europop",1996,94,221186,68,0.202,0.749,0.988,0.00631,0.17,-5.266,0.0387,135.015,0.749,0,0,4
Breaking Us In Two,Night And Day,1982-01-01,['Joe Jackson'],"new wave pop, sophisti-pop, power pop, new wave, mellow gold, singer-songwriter, permanent wave, new romantic",1983,99,292896,41,0.326,0.645,0.273,0.0,0.166,-18.771,0.0295,108.965,0.509,9,1,4
Hey There Delilah,All That We Needed,2005-01-01,"[""Plain White T's""]","neo mellow, pop punk, neon pop punk, pop rock, modern rock",2007,7,232533,80,0.872,0.656,0.291,0.0,0.114,-10.572,0.0293,103.971,0.298,2,1,4
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,2022-04-29,['Future'],"southern hip hop, trap, atl hip hop, rap, hip hop",2022,84,172933,82,0.0603,0.883,0.657,0.0,0.128,-5.748,0.305,124.992,0.284,8,1,4
Gold Digger,Late Registration,2005-08-30,"['Kanye West', 'Jamie Foxx']","hip pop, southern hip hop, urban contemporary, rap, trap, chicago rap, contemporary r&b, hip hop, r&b",2006,34,207626,81,0.0195,0.629,0.696,0.0,0.0554,-5.572,0.348,93.034,0.623,1,0,4
Heartbreaker,In The Heat Of The Night,1979-01-01,['Pat Benatar'],"heartland rock, new wave pop, glam metal, hard rock, rock, album rock, soft rock, mellow gold, singer-songwriter, new romantic, classic rock",1980,83,209360,66,0.285,0.466,0.588,9.94e-06,0.0535,-10.666,0.0812,156.131,0.882,5,0,4
Dancing On The Ceiling,Dancing On The Ceiling (Expanded Edition),,['Lionel Richie'],soft rock,1986,39,270720,71,0.12,0.698,0.774,2.26e-06,0.394,-8.642,0.048,133.197,0.731,0,1,4
I'm A Fool - Performed live on The Ed Sullivan Show 9/19/65,I'm A Fool (Performed live on The Ed Sullivan Show/1965),2010-01-01,"['Dino, Desi & Billy']",sunshine pop,1965,97,71080,0,0.308,0.505,0.829,0.000744,0.338,-6.574,0.0789,130.01,0.789,7,1,4
Chain Gang,Swing Low,,['Sam Cooke'],"vocal jazz, classic soul, soul",1960,29,155173,56,0.73,0.703,0.724,0.0,0.518,-10.818,0.0467,131.821,0.963,7,1,4
Anyone,Justice,2021-03-19,['Justin Bieber'],"pop, canadian pop",2021,74,190779,74,0.185,0.685,0.521,3.59e-06,0.111,-8.285,0.0345,115.885,0.578,2,1,4
White Room,Wheels Of Fire,1968-07-01,['Cream'],"folk rock, rock, singer-songwriter, british blues, psychedelic rock, classic rock, album rock, supergroup, hard rock, blues rock",1968,81,298333,72,0.191,0.553,0.576,0.00664,0.0365,-13.458,0.0304,109.827,0.457,0,1,4
Slide,Dizzy up the Girl,1998-09-11,['The Goo Goo Dolls'],"neo mellow, pop rock, permanent wave, post-grunge",1999,13,212066,74,0.00483,0.395,0.843,0.0,0.0404,-4.476,0.0374,112.423,0.481,8,1,4
Infatuation,Camouflage (Expanded Edition),,['Rod Stewart'],"soft rock, mellow gold",1984,58,314533,35,0.0345,0.709,0.576,0.0295,0.198,-15.754,0.0308,107.149,0.77,11,0,4
In Dreams,In Dreams,1963-02-01,['Roy Orbison'],"folk rock, singer-songwriter, rock-and-roll, adult standards, classic rock, mellow gold, rockabilly",1963,49,169160,60,0.67,0.495,0.435,0.00038,0.13,-9.99,0.0286,108.189,0.71,0,1,4
Hopelessly Devoted To You - From “Grease”,Grease (The Original Motion Picture Soundtrack),1978-04-04,['Olivia Newton-John'],"australian dance, soft rock, mellow gold, adult standards, disco",1978,35,185360,71,0.292,0.59,0.338,0.0131,0.121,-13.101,0.03,110.581,0.322,11,0,3
We Belong Together,The Emancipation of Mimi,2005-04-12,['Mariah Carey'],"urban contemporary, dance pop, pop",2005,1,201400,73,0.0339,0.837,0.462,0.0,0.09,-7.89,0.0601,139.986,0.762,0,1,4
Cold Water,Cold Water,2016-07-22,"['Major Lazer', 'Justin Bieber', 'MØ']","electro house, dance pop, pop dance, moombahton, edm, electropop, canadian pop, pop, danish pop",2016,25,185360,70,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,0.501,6,0,4
One Time,My World,2009-01-01,['Justin Bieber'],"pop, canadian pop",2009,89,215866,72,0.0631,0.691,0.853,7.13e-05,0.082,-2.528,0.0372,145.999,0.762,1,0,4
Oops (Oh My) [feat. Missy Elliott],Southern Hummingbird,2002-04-02,"['Tweet', 'Missy Elliott']","hip pop, dance pop, urban contemporary, rap, virginia hip hop, contemporary r&b, hip hop, neo soul, pop rap, r&b",2002,38,237800,62,0.233,0.66,0.536,0.00669,0.111,-8.786,0.29,159.963,0.775,10,0,4
Lover Please,Lover Please/The Complete MGM & Mercury Singles,2010-01-01,['Clyde McPhatter'],"doo-wop, rhythm and blues",1962,41,116240,43,0.766,0.714,0.763,0.0,0.147,-5.341,0.222,84.374,0.961,9,1,4
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",At San Quentin,1969-06-04,['Johnny Cash'],"rock, arkansas country, outlaw country",1969,36,233813,59,0.77,0.63,0.489,0.0,0.381,-12.144,0.18,101.876,0.796,10,1,4
Always Something There to Remind Me - 2018 Remaster,Naked Eyes,1983-01-01,['Naked Eyes'],"new wave, new wave pop, new romantic, synthpop",1983,46,219373,63,0.127,0.611,0.777,0.0,0.519,-5.853,0.0376,149.26,0.682,7,1,4
Count on Me,Doo-Wops & Hooligans,2010-10-05,['Bruno Mars'],"dance pop, pop",1996,48,197469,76,0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,0.501,0,1,4
I Want To Be Wanted (Per Tutta La Vita),This Is...Brenda,1960-10-10,['Brenda Lee'],"easy listening, lounge, rockabilly, adult standards",1960,43,185960,32,0.593,0.515,0.412,0.0,0.218,-6.322,0.0277,107.61,0.392,8,1,3
Kiss The Rain,"Growing, Pains",1997-01-01,['Billie Myers'],lilith,1998,46,270160,57,0.00142,0.455,0.682,4.96e-05,0.162,-6.996,0.041,177.997,0.283,9,1,4
Wildside,Music For The People,,['Marky Mark And The Funky Bunch'],hip house,1992,69,307266,37,0.166,0.767,0.356,0.309,0.101,-15.502,0.106,105.404,0.271,8,0,4
Young Love,The Young Love of Tab Hunter,1961-11-26,['Tab Hunter'],deep adult standards,1957,4,146502,39,0.899,0.329,0.427,1.73e-05,0.109,-8.459,0.0353,204.508,0.542,0,1,4
Cold Rock a Party,Bad As I Wanna B,,['MC Lyte'],"old school hip hop, east coast hip hop, contemporary r&b, alternative r&b",1997,61,247306,54,0.192,0.896,0.744,1.19e-06,0.108,-5.239,0.246,92.91,0.744,11,0,4
Therefore I Am,Therefore I Am,2020-11-12,['Billie Eilish'],"pop, electropop, art pop",2021,25,174321,75,0.218,0.889,0.34,0.13,0.055,-7.773,0.0697,94.009,0.716,11,0,4
Karaoke - Stay (I Missed You),Karaoke - Female Alternative - Vol.4,2005-03-01,['Karaoke - Lisa Loeb & Nine Stories'],,1994,6,186096,1,0.718,0.64,0.415,0.0651,0.101,-11.656,0.045,155.921,0.299,1,1,4
(Let Me Be Your) Teddy Bear,Loving You,1957-06-20,['Elvis Presley'],"rock-and-roll, rockabilly",1957,14,107186,53,0.825,0.633,0.399,0.0,0.326,-12.483,0.171,87.987,0.922,0,1,4
Hero,Escape,2001-01-01,['Enrique Iglesias'],"dance pop, mexican pop, latin pop",2002,22,264600,63,0.143,0.581,0.651,1.05e-05,0.107,-5.617,0.0392,151.959,0.146,7,1,4
Play,Certified,2005-01-01,['David Banner'],"southern hip hop, crunk, mississippi hip hop, dirty south rap, conscious hip hop",2005,51,230133,54,0.000213,0.837,0.658,0.122,0.243,-8.013,0.126,95.027,0.586,1,0,4
Love Drunk,Love Drunk,2009-09-07,['BOYS LIKE GIRLS'],"neon pop punk, pop punk",2009,72,226706,65,0.00177,0.44,0.976,3.39e-06,0.16,-3.17,0.141,150.005,0.412,10,1,4
Big Time - 2012 Remaster,So (25th Anniversary Deluxe Edition),1986-05-19,['Peter Gabriel'],"art rock, rock, new wave, progressive rock, album rock, soft rock, mellow gold, singer-songwriter, permanent wave, new romantic, classic rock",1987,75,269080,45,0.204,0.718,0.877,0.000231,0.0546,-6.583,0.0497,116.083,0.962,6,1,4
I Wish I Didn't Love You So,Time On My Hands,,['Vaughn Monroe'],"swing, vaudeville, deep adult standards, british dance band",1947,5,168467,9,0.987,0.282,0.0896,0.892,0.116,-21.529,0.0333,90.419,0.272,10,1,3
Intentions (feat. Quavo),Changes,2020-02-14,"['Justin Bieber', 'Quavo']","melodic rap, trap, canadian pop, rap, atl hip hop, pop",2020,17,212866,77,0.3,0.806,0.546,0.0,0.102,-6.637,0.0575,147.986,0.874,9,1,4
